Episode,Average_Loss,Avg_THI_Deviation,Cumulative_Reward,Avg_Power_Consumption,Peak_Power_Consumption
1,0.244591637715792,6.265199614038869,-354.43558314502155,1.3364666288634846,2.2375000000000114
2,0.3393003432817061,6.930555555555555,-388.4401243291505,1.4564350218192137,2.1125000000000114
3,0.39099370824102736,7.218415268375387,-344.9414424603756,0.5260416666666669,1.6624999999999943
4,0.39594583480320794,6.928453563396259,-395.43731647244624,1.5960698512516065,2.2375000000000114
5,0.30010706223232697,0.9220035014753756,-61.311378730601774,0.09096952019174248,0.528
6,0.177962708438767,1.8063230256833094,-150.74220733943739,0.267052503052503,0.6720000000000006
7,0.1687691613891075,2.0999819425999204,-129.8061469259631,0.1518334237778682,0.5076923076923094
8,0.14365865776378284,1.1252454325218615,-94.89431226683128,0.3205529100529103,0.7083333333333286
9,0.13191440307200103,7.026014451766348,-347.61443433661685,0.5724510145188679,1.7750000000000057
10,0.13327536652897806,2.0615013469923547,-153.33645382637062,0.27829253154253203,0.6560000000000059
11,0.13097321811071033,1.751315283053371,-152.41014410773096,0.3352222222222218,0.6719999999999997
12,0.1162632189239292,1.1474390861677055,-64.22296434596493,0.06199206349206352,0.5119999999999996
13,0.10111264130757903,1.1247153006008996,-101.89901629891372,0.46011970899470916,0.7833333333333314
14,0.09743045354780425,7.095877303061709,-334.37913380316155,0.4165065100114119,1.6624999999999943
15,0.09810339892005351,2.6590802222664727,-197.59463715406258,0.5905558700377264,1.5
16,0.09374340129812539,1.7013640783730273,-123.81503289878538,0.19168457468457462,0.7039999999999935
17,0.09938162581709993,2.9262901978089637,-186.60683640231832,0.0552871387871388,0.6880000000000006
18,0.09322607546681853,3.6734679019733565,-232.8593677090558,0.04304471156770008,0.42142857142857126
19,0.09546267246794156,3.413405601696578,-204.6942026562641,0.01991388833753366,0.21999999999999975
20,0.09716564408553464,4.26355653520702,-283.8347783942508,0.08453743340018659,0.6880000000000002
21,0.09963364862590643,6.7518513534302524,-303.3033762192473,0.10771183473389359,1.5
22,0.09126479216808708,1.4977494791567192,-90.91470743769882,0.0010052910052910057,0.11333333333333329
23,0.08064384938812043,1.8687041008365437,-108.14709574638495,0.014909600687378463,0.544
24,0.06885507748838121,1.672923551921373,-102.01050969673904,0.0016534391534391546,0.20666666666666678
25,0.06768097082212211,6.685462384502727,-358.86404347399537,0.813375350140055,1.9624999999999773
26,0.07388649643195153,2.969005370462697,-188.49401753014658,0.09311461471572487,0.5846153846153861
27,0.07882366512918745,6.4568436516916625,-329.34942417072097,0.5257526589251761,1.4249999999999972
28,0.08868173184399826,7.015770528866088,-362.9738366349514,0.9313220585505162,1.7250000000000227
29,0.09575434952463295,7.117777857606552,-346.5991172609509,0.577312383286648,1.5749999999999886
30,0.08863709316076063,2.591955272491744,-163.3699699423774,0.5628606671239488,1.6875
31,0.08570573147188199,0.9402659311988322,-80.45043776512449,0.34761373041497307,0.686956521739134
