"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1012.4","1015.6","19.4","15.7","79","4.0","10","7.0","20","0.0","0.0","--","0.00","--","0","--"
"02","1012.1","1015.3","19.1","15.4","79","3.2","360","7.0","350","0.0","0.0","--","0.00","--","0","--"
"03","1012.3","1015.5","18.9","15.2","79","3.3","10","6.8","350","0.0","0.0","--","0.00","--","0","--"
"04","1012.4","1015.6","18.6","14.9","79","3.7","360","6.8","350","0.0","0.0","--","0.00","--","0","--"
"05","1012.5","1015.7","18.4","15.1","81","3.1","10","6.1","360","0.0","0.0","--","0.00","--","0","--"
"06","1012.7","1015.9","18.3","15.2","82","3.3","20","6.3","10","0.0","0.0","0.0","0.00","--","0","--"
"07","1012.8","1016.0","18.3","15.4","83","2.8","10","5.3","10","0.0","0.0","0.1","0.04","--","0","--"
"08","1013.3","1016.5","19.3","16.0","81","3.2","20","4.5","30","0.0","0.0","0.7","0.48","10.0","0","1.0"
"09","1013.6","1016.8","21.0","16.2","74","3.5","10","5.4","20","0.0","0.0","1.0","1.24","10.0","2","0.0"
"10","1013.5","1016.6","22.5","16.5","69","3.8","350","7.2","360","0.0","0.0","1.0","1.85","--","3","--"
"11","1012.3","1015.4","24.5","16.5","61","2.8","360","6.5","360","0.0","0.0","1.0","2.32","12.0","5","0.0"
"12","1011.1","1014.2","25.9","16.8","57","3.1","340","6.0","20","0.0","0.0","1.0","2.52","--","6","--"
"13","1010.0","1013.1","27.0","16.0","51","2.7","330","6.2","340","0.0","0.0","1.0","2.46","--","6","--"
"14","1009.6","1012.7","25.9","17.8","61","4.4","340","9.6","320","0.0","0.0","1.0","2.19","20.0","4","0.0"
"15","1009.4","1012.5","25.8","17.5","60","4.2","340","8.3","330","0.0","0.0","1.0","1.68","--","3","--"
"16","1009.7","1012.8","25.4","16.3","57","4.5","360","9.7","10","0.0","0.0","1.0","1.03","--","1","--"
"17","1010.4","1013.5","24.1","16.6","63","4.2","360","8.7","360","0.0","0.0","0.9","0.33","12.0","0","0.0"
"18","1011.1","1014.2","22.7","17.6","73","4.7","360","9.1","360","0.0","0.0","0.0","0.01","--","0","--"
"19","1011.9","1015.0","21.8","17.8","78","5.0","360","9.1","350","0.0","0.0","0.0","0.00","--","0","--"
"20","1012.3","1015.5","21.4","18.0","81","4.6","360","9.4","10","0.0","0.0","--","0.00","--","0","--"
"21","1012.7","1015.9","21.1","17.9","82","3.8","10","9.0","10","0.0","0.0","--","0.00","--","0","--"
"22","1012.7","1015.9","20.8","17.6","82","4.3","360","8.0","20","0.0","0.0","--","0.00","--","0","--"
"23","1012.9","1016.1","20.5","17.3","82","4.8","10","7.5","350","0.0","0.0","--","0.00","--","0","--"
"24","1012.8","1016.0","20.2","16.7","80","4.5","360","8.5","360","0.0","0.0","--","0.00","--","0","--"
