"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1012.9","1016.1","20.2","14.1","68","1.8","90","3.0","60","0.0","0.0","--","0.00","--","0","--"
"02","1012.3","1015.5","19.7","14.3","71","1.1","100","3.4","100","0.0","0.0","--","0.00","--","0","--"
"03","1011.6","1014.8","20.1","14.5","70","0.9","200","1.3","120","0.0","0.0","--","0.00","--","0","--"
"04","1011.8","1015.0","20.2","14.6","70","1.3","10","2.1","10","0.0","0.0","--","0.00","--","0","--"
"05","1012.2","1015.4","19.2","14.9","76","1.8","20","3.9","20","0.0","0.0","--","0.00","--","0","--"
"06","1012.7","1015.9","18.9","15.2","79","2.1","20","3.8","20","0.0","0.0","0.0","0.00","--","0","--"
"07","1013.2","1016.4","19.6","14.4","72","2.1","40","4.1","50","0.0","0.0","0.1","0.16","--","0","--"
"08","1013.6","1016.8","21.1","14.3","65","2.1","40","4.1","50","0.0","0.0","0.7","0.67","11.0","1","7.0"
"09","1013.8","1016.9","22.4","14.3","60","2.4","60","4.4","50","0.0","0.0","0.3","1.27","15.0","2","8.0"
"10","1013.8","1016.9","23.6","14.3","56","1.2","240","3.6","70","0.0","0.0","0.0","1.36","--","3","--"
"11","1013.2","1016.3","25.7","13.6","47","1.5","360","3.2","180","0.0","0.0","0.5","2.27","15.0","6","8.0"
"12","1012.6","1015.7","25.9","15.0","51","1.6","340","5.8","250","0.0","0.0","0.3","2.46","--","7","--"
"13","1011.5","1014.6","26.5","15.3","50","2.4","270","4.9","300","0.0","0.0","1.0","3.08","--","9","--"
"14","1010.6","1013.7","26.7","14.5","47","3.0","220","5.9","240","0.0","0.0","1.0","2.90","15.0","8","4.0"
"15","1010.0","1013.1","25.8","15.5","53","4.0","230","6.2","220","0.0","0.0","1.0","2.39","--","6","--"
"16","1009.8","1012.9","25.7","16.0","55","3.0","240","6.4","260","0.0","0.0","1.0","1.69","--","X","--"
"17","1009.9","1013.0","25.2","16.9","60","3.9","220","6.9","240","0.0","0.0","1.0","0.92","17.0","1","2.0"
"18","1010.3","1013.4","25.1","17.8","64","2.9","210","5.6","220","0.0","0.0","0.3","0.24","--","0","--"
"19","1010.6","1013.7","24.9","18.6","68","1.7","200","4.9","210","0.0","0.0","0.0","0.00","--","0","--"
"20","1010.9","1014.0","25.0","19.2","70","1.9","200","3.5","210","0.0","0.0","--","0.00","--","0","--"
"21","1011.4","1014.5","25.1","19.5","71","0.9","120","3.0","200","0.0","0.0","--","0.00","--","0","--"
"22","1011.7","1014.8","25.0","18.7","68","0.7","20","2.1","110","0.0","0.0","--","0.00","--","0","--"
"23","1011.6","1014.7","24.8","18.5","68","1.0","40","1.6","10","0.0","0.0","--","0.00","--","0","--"
"24","1011.3","1014.4","24.5","17.8","66","0.8","40","2.3","50","0.0","0.0","--","0.00","--","0","--"
