"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1013.5","1016.7","18.8","15.9","83","4.1","20","8.4","360","0.0","0.0","--","0.00","--","0","--"
"02","1012.3","1015.5","18.3","16.3","88","4.7","20","8.0","20","0.0","0.0","--","0.00","--","0","--"
"03","1012.3","1015.5","17.7","16.2","91","5.6","360","10.9","360","0.0","0.0","--","0.00","--","0","--"
"04","1012.8","1016.0","17.3","15.5","89","6.7","360","13.0","350","0.0","0.0","--","0.00","--","0","--"
"05","1013.2","1016.4","17.0","15.2","89","7.1","360","14.7","360","0.0","0.0","--","0.00","--","0","--"
"06","1014.2","1017.4","17.0","15.4","90","5.3","360","12.3","10","0.0","0.0","0.0","0.00","--","0","--"
"07","1014.4","1017.6","17.2","14.7","85","6.5","10","12.1","10","0.0","0.0","0.3","0.14","--","0","--"
"08","1014.7","1017.9","18.3","14.4","78","5.7","20","12.2","10","0.0","0.0","1.0","0.86","15.0","1","2.0"
"09","1014.9","1018.1","19.9","12.7","63","4.8","360","12.3","360","0.0","0.0","1.0","1.76","17.0","3","0.0"
"10","1015.0","1018.2","21.6","11.1","51","5.8","360","10.7","10","0.0","0.0","1.0","2.51","--","6","--"
"11","1014.7","1017.8","23.1","11.8","49","3.8","360","10.5","360","0.0","0.0","1.0","3.08","15.0","8","0.0"
"12","1014.0","1017.1","24.7","12.3","46","4.1","350","7.4","10","0.0","0.0","1.0","3.38","--","10","--"
"13","1013.8","1016.9","26.0","12.8","44","4.4","360","8.7","360","0.0","0.0","1.0","3.41","--","10","--"
"14","1013.5","1016.6","25.3","12.6","45","5.5","340","10.3","320","0.0","0.0","1.0","3.14","12.0","9","1.0"
"15","1013.1","1016.2","25.2","8.7","35","5.5","350","11.0","320","0.0","0.0","1.0","2.66","--","6","--"
"16","1013.0","1016.1","24.9","9.6","38","4.8","310","9.6","360","0.0","0.0","1.0","1.97","--","3","--"
"17","1013.6","1016.7","23.2","10.6","45","3.7","330","8.3","340","0.0","0.0","1.0","1.10","15.0","1","0.0"
"18","1014.1","1017.3","21.9","12.2","54","3.2","350","7.3","340","0.0","0.0","0.7","0.29","--","0","--"
"19","1014.7","1017.9","21.6","10.8","50","3.6","360","5.9","360","0.0","0.0","0.0","0.00","--","0","--"
"20","1015.2","1018.4","20.5","11.4","56","1.4","20","6.0","360","0.0","0.0","--","0.00","--","0","--"
"21","1015.9","1019.1","20.0","12.0","60","1.8","10","3.4","10","0.0","0.0","--","0.00","--","0","--"
"22","1016.1","1019.3","19.6","12.4","63","1.1","10","3.0","360","0.0","0.0","--","0.00","--","0","--"
"23","1016.2","1019.4","19.3","13.0","67","0.6","20","2.8","360","0.0","0.0","--","0.00","--","0","--"
"24","1016.3","1019.5","19.6","12.9","65","0.2","0","1.3","10","0.0","0.0","--","0.00","--","0","--"
