"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1017.6","1020.8","15.7","11.3","75","4.1","360","6.5","360","0.0","0.0","--","0.00","--","0","--"
"02","1017.4","1020.6","15.2","11.2","77","5.9","10","9.6","10","0.0","0.0","--","0.00","--","0","--"
"03","1017.0","1020.2","15.1","11.3","78","3.7","10","8.6","360","0.0","0.0","--","0.00","--","0","--"
"04","1017.0","1020.2","14.8","11.4","80","4.3","20","8.6","20","0.0","0.0","--","0.00","--","0","--"
"05","1017.2","1020.4","14.7","11.3","80","4.8","10","8.0","10","0.0","0.0","--","0.00","--","0","--"
"06","1017.7","1020.9","14.8","11.2","79","3.5","20","7.2","10","0.0","0.0","0.0","0.00","--","0","--"
"07","1018.7","1021.9","15.2","11.4","78","4.3","360","8.0","360","0.0","0.0","0.0","0.04","--","0","--"
"08","1019.2","1022.4","15.8","11.4","75","3.8","10","8.1","350","0.0","0.0","0.0","0.21","10.0","0","10.0"
"09","1019.8","1023.0","16.4","11.6","73","4.9","10","8.2","360","0.0","0.0","0.0","0.43","15.0","1","10.0"
"10","1019.9","1023.1","16.8","11.9","73","3.3","20","8.0","360","0.0","0.0","0.0","0.46","--","1","--"
"11","1019.7","1022.9","18.5","12.0","66","4.5","10","7.8","360","0.0","0.0","0.0","1.04","18.0","3","10.0"
"12","1018.9","1022.1","19.4","12.2","63","3.8","10","7.7","340","0.0","0.0","0.0","1.24","--","4","--"
"13","1017.7","1020.9","21.3","12.5","57","3.9","20","8.6","20","0.0","0.0","0.5","2.47","--","7","--"
"14","1016.9","1020.1","20.9","12.9","60","3.8","10","7.7","360","0.0","0.0","0.2","1.75","15.0","5","9.0"
"15","1016.1","1019.3","21.4","13.3","60","3.2","360","7.4","360","0.0","0.0","0.4","1.77","--","4","--"
"16","1015.7","1018.9","22.2","13.6","58","2.9","340","5.9","360","0.0","0.0","0.6","1.19","--","2","--"
"17","1015.8","1019.0","22.0","13.6","59","3.1","340","6.0","360","0.0","0.0","1.0","0.86","18.0","1","1.0"
"18","1016.0","1019.2","19.9","13.4","66","3.7","360","7.2","330","0.0","0.0","0.4","0.18","--","0","--"
"19","1016.7","1019.9","19.0","13.6","71","3.6","360","7.1","10","0.0","0.0","0.0","0.00","--","0","--"
"20","1017.2","1020.4","18.4","13.5","73","2.7","10","8.0","10","0.0","0.0","--","0.00","--","0","--"
"21","1017.2","1020.4","17.7","13.0","74","3.3","10","6.8","360","0.0","0.0","--","0.00","--","0","--"
"22","1017.2","1020.4","17.4","12.7","74","3.9","20","6.1","20","0.0","0.0","--","0.00","--","0","--"
"23","1017.3","1020.5","17.2","12.7","75","2.8","350","5.6","10","0.0","0.0","--","0.00","--","0","--"
"24","1016.9","1020.1","16.3","12.5","78","3.0","360","5.5","360","0.0","0.0","--","0.00","--","0","--"
