"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1006.8","1009.9","28.5","24.9","81","1.2","170","3.2","160","0.0","0.0","--","0.00","--","0","--"
"02","1006.7","1009.8","28.4","25.0","82","1.8","170","3.2","190","0.0","0.0","--","0.00","--","0","--"
"03","1006.2","1009.3","28.2","24.6","81","2.2","160","3.8","150","0.0","0.0","--","0.00","--","0","--"
"04","1006.1","1009.2","27.7","24.2","81","2.8","140","4.7","140","0.0","0.0","--","0.00","--","0","--"
"05","1006.0","1009.1","27.4","24.1","82","2.1","130","5.3","140","0.0","0.0","--","0.00","--","0","--"
"06","1006.3","1009.4","27.1","24.2","84","2.1","130","4.1","120","0.0","0.0","0.0","0.05","--","0","--"
"07","1006.7","1009.8","28.0","24.9","83","1.2","130","3.7","110","0.0","0.0","1.0","0.69","--","1","--"
"08","1006.7","1009.7","29.8","25.3","77","1.9","200","4.1","170","0.0","0.0","1.0","1.55","25.0","2","6.0"
"09","1006.6","1009.6","30.8","24.2","68","3.0","180","6.0","160","0.0","0.0","0.9","2.16","25.0","5","6.0"
"10","1006.8","1009.8","31.9","23.2","60","3.0","240","6.1","270","0.0","0.0","1.0","2.92","--","8","--"
"11","1006.6","1009.6","32.0","24.6","65","3.0","260","6.9","260","0.0","0.0","1.0","3.51","25.0","11","7.0"
"12","1006.5","1009.5","31.3","24.0","65","4.2","250","7.3","280","0.0","0.0","1.0","3.53","--","12","--"
"13","1006.0","1009.0","31.3","24.2","66","4.4","230","8.5","260","0.0","0.0","1.0","3.51","--","12","--"
"14","1004.9","1007.9","31.5","25.1","69","3.9","250","8.0","250","0.0","0.0","1.0","3.42","25.0","11","6.0"
"15","1004.4","1007.4","31.5","25.1","69","3.2","260","8.3","250","0.0","0.0","1.0","2.88","--","8","--"
"16","1004.4","1007.4","30.4","25.0","73","4.5","250","8.2","270","0.0","0.0","1.0","2.21","--","5","--"
"17","1004.1","1007.1","30.1","25.9","78","3.3","240","8.4","240","0.0","0.0","0.8","1.23","30.0","2","4.0"
"18","1004.1","1007.1","29.6","25.4","78","3.5","240","7.2","280","0.0","0.0","0.9","0.50","--","0","--"
"19","1004.4","1007.5","28.9","25.7","83","1.9","240","5.9","260","0.0","0.0","0.2","0.08","--","0","--"
"20","1005.2","1008.3","28.9","25.7","83","1.5","240","3.4","220","0.0","0.0","--","0.00","--","0","--"
"21","1005.5","1008.6","28.7","25.5","83","1.3","170","3.2","150","0.0","0.0","--","0.00","--","0","--"
"22","1005.5","1008.6","28.8","25.2","81","1.1","230","2.4","170","0.0","0.0","--","0.00","--","0","--"
"23","1005.5","1008.6","28.7","25.3","82","1.2","180","2.9","170","0.0","0.0","--","0.00","--","0","--"
"24","1005.0","1008.1","28.6","25.6","84","1.1","190","3.2","220","0.0","0.0","--","0.00","--","0","--"
