"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1008.2","1011.3","28.1","26.3","90","2.4","350","5.4","20","0.0","0.0","--","0.00","--","0","--"
"02","1006.9","1010.0","27.8","25.4","87","2.2","360","5.3","340","0.0","0.0","--","0.00","3.0","0","5.0"
"03","1006.3","1009.4","27.7","24.9","85","1.9","350","3.1","340","0.0","0.0","--","0.00","--","0","--"
"04","1006.2","1009.3","27.7","24.8","84","1.4","310","3.2","310","0.0","0.0","--","0.00","--","0","--"
"05","1006.5","1009.6","27.5","24.6","84","2.3","340","5.0","360","0.0","0.0","--","0.00","4.0","0","8.0"
"06","1007.0","1010.1","27.1","24.1","84","1.8","360","6.4","330","0.0","0.0","0.0","0.00","--","0","--"
"07","1007.7","1010.8","27.2","24.1","83","3.7","330","6.3","350","0.0","0.0","0.0","0.00","--","0","--"
"08","1008.0","1011.1","28.2","24.0","78","3.3","330","6.3","350","0.0","0.0","0.2","0.58","5.0","1","5.0"
"09","1008.0","1011.1","28.4","23.4","74","3.5","340","6.3","350","0.0","0.0","0.1","1.02","9.0","3","6.0"
"10","1007.2","1010.2","30.3","23.7","68","3.9","340","7.6","360","0.0","0.0","0.9","2.48","--","7","4.0"
"11","1006.6","1009.6","31.7","23.1","60","4.0","340","7.6","310","0.0","0.0","0.8","2.70","12.0","9","6.0"
"12","1005.9","1008.9","32.0","24.3","64","5.3","310","9.6","320","0.0","0.0","0.8","2.92","--","10","6.0"
"13","1005.4","1008.4","32.4","24.3","62","5.1","310","10.3","290","0.0","0.0","1.0","3.27","--","11","6.0"
"14","1004.1","1007.1","32.2","24.4","64","5.5","310","12.1","320","0.0","0.0","0.9","2.74","12.0","9","6.0"
"15","1003.8","1006.8","32.1","23.9","62","6.0","330","12.7","340","0.0","0.0","1.0","2.49","--","6","6.0"
"16","1003.7","1006.7","31.6","23.7","63","4.6","340","11.7","300","0.0","0.0","1.0","1.69","--","3","6.0"
"17","1003.9","1006.9","30.8","23.3","64","5.2","330","9.8","300","0.0","0.0","0.9","0.87","12.0","1","6.0"
"18","1004.3","1007.3","29.3","22.7","68","5.9","350","11.5","350","0.0","0.0","0.3","0.10","--","0","--"
"19","1004.7","1007.8","28.8","22.5","69","4.2","340","10.1","340","0.0","0.0","0.0","0.00","--","0","--"
"20","1005.1","1008.2","28.3","22.4","70","4.0","340","7.9","360","0.0","0.0","--","0.00","8.0","0","2.0"
"21","1005.3","1008.4","28.3","22.5","71","3.3","340","7.2","310","0.0","0.0","--","0.00","10.0","0","0.0"
"22","1005.6","1008.7","28.3","22.0","69","3.1","350","6.7","360","0.0","0.0","--","0.00","--","0","--"
"23","1005.2","1008.3","27.7","21.9","71","2.8","350","5.3","350","0.0","0.0","--","0.00","10.0","0","0.0"
"24","1004.9","1008.0","27.4","22.1","73","0.6","20","4.0","360","0.0","0.0","--","0.00","--","0","--"
