"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","996.8","999.9","26.6","26.1","97","2.4","150","3.4","140","0.0","0.0","--","0.00","--","0","--"
"02","996.7","999.8","26.3","25.8","97","1.8","120","4.2","120","T","0.1","--","0.00","25.0","0","9.0"
"03","996.1","999.2","26.3","25.6","96","1.2","110","3.6","120","0.0","0.0","--","0.00","--","0","--"
"04","995.8","998.9","26.2","25.7","97","1.5","140","4.0","130","2.0","0.7","--","0.00","--","0","--"
"05","995.7","998.8","26.0","25.5","97","1.9","80","3.1","70","T","0.3","--","0.00","12.0","0","9.0"
"06","995.8","998.9","26.2","25.5","96","2.3","80","3.6","80","0.0","0.0","0.0","0.01","--","0","--"
"07","996.4","999.4","26.6","26.1","97","2.6","140","4.8","170","1.0","0.1","0.0","0.19","--","0","--"
"08","996.6","999.6","26.8","26.1","96","2.4","140","5.2","140","0.0","0.0","0.0","0.31","10.0","1","10.0"
"09","996.7","999.8","26.6","25.7","95","2.3","130","6.5","160","T","0.1","0.0","0.34","12.0","1","10.0"
"10","996.4","999.4","27.3","25.9","92","3.1","110","6.2","110","0.0","0.0","0.0","1.13","--","4","--"
"11","996.3","999.3","27.6","26.0","91","3.2","140","5.6","190","0.0","0.0","0.0","0.78","25.0","3","10.0"
"12","995.7","998.7","27.6","26.2","92","2.9","140","6.6","130","0.0","0.0","0.0","0.45","--","2","--"
"13","996.0","999.0","27.2","26.0","93","1.0","100","4.5","150","T","0.4","0.0","0.14","--","0","--"
"14","996.4","999.5","25.5","25.2","98","2.9","70","9.2","350","57.5","1.0","0.0","0.03","1.5","0","10.0"
"15","995.9","999.0","25.3","25.0","98","3.5","90","5.9","100","6.0","1.0","0.0","0.06","--","0","--"
"16","995.5","998.6","25.6","24.7","95","3.4","120","6.4","110","0.5","0.5","0.0","0.15","--","0","--"
"17","995.5","998.6","25.8","24.8","94","3.4","110","6.5","120","0.0","0.0","0.0","0.17","35.0","0","6.0"
"18","996.0","999.1","26.1","24.7","92","2.0","160","5.5","140","0.5","0.1","0.0","0.14","--","0","--"
"19","996.4","999.5","26.0","24.8","93","2.3","150","4.1","130","T","0.1","0.0","0.02","--","0","--"
"20","996.7","999.8","26.2","25.0","93","1.6","130","4.7","130","0.0","0.0","--","0.00","45.0","0","10.0"
"21","997.2","1000.3","26.0","24.2","90","2.1","140","4.8","130","0.0","0.0","--","0.00","45.0","0","9.0"
"22","997.4","1000.5","25.9","24.3","91","2.6","130","4.5","140","0.0","0.0","--","0.00","--","0","--"
"23","997.0","1000.1","26.0","24.8","93","1.6","140","5.2","140","0.0","0.0","--","0.00","20.0","0","9.0"
"24","996.7","999.8","26.1","24.7","92","2.4","120","3.9","100","0.0","0.0","--","0.00","--","0","--"
