"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1014.2","1017.4","21.1","20.4","96","3.2","360","5.6","10","0.0","0.0","--","0.00","--","0","--"
"02","1013.8","1017.0","21.1","20.4","96","3.3","360","5.9","340","0.0","0.0","--","0.00","--","0","--"
"03","1013.3","1016.5","21.3","20.6","96","3.9","360","6.4","20","0.0","0.0","--","0.00","--","0","--"
"04","1013.0","1016.2","21.3","20.5","95","3.1","360","7.9","20","0.0","0.0","--","0.00","--","0","--"
"05","1013.0","1016.2","21.4","20.6","95","3.6","10","7.3","350","0.0","0.0","--","0.00","--","0","--"
"06","1013.1","1016.3","21.3","20.6","96","3.3","20","6.8","20","0.0","0.0","0.0","0.00","--","0","--"
"07","1013.7","1016.9","21.6","20.9","96","2.6","350","5.0","10","0.0","0.0","0.0","0.07","--","0","--"
"08","1014.3","1017.5","21.8","21.0","95","1.6","350","4.8","340","0.0","0.0","0.0","0.25","2.0","0","10.0"
"09","1013.6","1016.7","23.0","21.1","89","2.8","90","5.7","100","0.0","0.0","0.0","0.68","4.0","2","10.0"
"10","1014.8","1017.9","22.5","21.0","91","4.8","320","7.7","310","0.0","0.0","0.3","1.20","--","4","--"
"11","1014.9","1018.0","24.1","21.0","83","3.8","340","8.0","300","0.0","0.0","0.0","1.36","5.0","5","9.0"
"12","1014.7","1017.8","25.1","21.0","78","3.7","350","8.7","340","0.0","0.0","0.0","1.86","--","7","--"
"13","1013.6","1016.7","26.2","20.8","72","3.4","20","7.4","30","0.0","0.0","0.2","2.26","--","8","--"
"14","1012.2","1015.3","27.1","20.0","65","4.4","10","8.1","30","0.0","0.0","1.0","2.79","7.0","10","7.0"
"15","1011.2","1014.3","27.9","20.5","64","5.1","360","8.9","10","0.0","0.0","0.8","2.50","--","7","--"
"16","1010.8","1013.9","27.5","20.8","67","4.2","10","8.4","10","0.0","0.0","0.4","1.54","--","3","--"
"17","1010.8","1013.9","27.7","20.5","65","2.3","20","7.7","40","0.0","0.0","0.9","1.09","10.0","1","4.0"
"18","1011.1","1014.2","27.3","21.1","69","1.8","30","6.6","30","0.0","0.0","0.2","0.28","--","0","--"
"19","1011.5","1014.6","26.8","21.1","71","1.2","330","3.2","30","0.0","0.0","0.0","0.01","--","0","--"
"20","1012.4","1015.5","26.2","20.5","71","1.5","350","3.1","340","0.0","0.0","--","0.00","--","0","--"
"21","1013.0","1016.1","25.9","20.0","70","1.2","10","2.2","10","0.0","0.0","--","0.00","--","0","--"
"22","1013.3","1016.4","25.6","21.1","76","1.4","360","2.8","350","0.0","0.0","--","0.00","--","0","--"
"23","1013.5","1016.6","24.1","21.2","84","2.5","350","4.5","340","0.0","0.0","--","0.00","--","0","--"
"24","1013.3","1016.4","23.5","21.8","90","2.5","10","4.2","10","0.0","0.0","--","0.00","--","0","--"
