"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1014.2","1017.4","17.3","12.8","75","3.1","20","6.5","40","0.0","0.0","--","0.00","--","0","--"
"02","1013.8","1017.0","16.8","11.9","73","4.5","20","8.4","20","0.0","0.0","--","0.00","6.0","0","0.0"
"03","1013.4","1016.6","17.2","12.0","71","5.1","20","9.2","20","0.0","0.0","--","0.00","--","0","--"
"04","1013.1","1016.3","17.0","12.8","76","3.4","10","9.2","10","0.0","0.0","--","0.00","--","0","--"
"05","1013.4","1016.6","16.9","13.1","78","4.1","20","9.9","360","0.0","0.0","--","0.00","4.0","0","0.0"
"06","1014.0","1017.2","16.9","13.0","78","5.7","20","13.4","20","0.0","0.0","0.0","0.00","--","0","--"
"07","1014.9","1018.1","16.6","12.3","76","6.2","20","12.8","20","0.0","0.0","0.0","0.00","--","0","--"
"08","1015.5","1018.7","17.5","11.3","67","5.6","20","12.2","20","0.0","0.0","0.8","0.48","5.0","0","0.0"
"09","1016.0","1019.2","18.5","10.0","58","6.0","30","13.6","20","0.0","0.0","1.0","1.21","5.0","1","0.0"
"10","1015.9","1019.1","20.6","10.8","53","4.7","20","11.1","20","0.0","0.0","1.0","1.89","--","3","--"
"11","1015.2","1018.4","22.0","10.5","48","4.4","360","11.0","20","0.0","0.0","1.0","2.40","6.0","4","0.0"
"12","1014.5","1017.6","22.6","10.4","46","4.8","360","8.8","340","0.0","0.0","1.0","2.72","--","5","--"
"13","1013.6","1016.7","23.5","10.9","45","4.8","20","8.7","350","0.0","0.0","1.0","2.84","--","5","--"
"14","1013.0","1016.1","23.7","12.2","48","5.3","10","10.7","330","0.0","0.0","1.0","2.40","6.0","4","1.0"
"15","1012.7","1015.8","23.1","11.8","49","5.6","350","10.9","350","0.0","0.0","1.0","2.06","--","3","--"
"16","1012.9","1016.1","21.8","11.3","51","5.7","360","10.9","10","0.0","0.0","1.0","1.47","--","2","--"
"17","1013.3","1016.5","20.6","10.8","53","4.7","360","8.6","360","0.0","0.0","1.0","0.76","5.0","1","1.0"
"18","1014.0","1017.2","19.3","10.3","56","4.3","10","9.4","350","0.0","0.0","0.1","0.20","--","0","--"
"19","1014.6","1017.8","18.5","10.1","58","4.6","20","9.1","350","0.0","0.0","0.0","0.00","--","0","--"
"20","1015.3","1018.5","17.3","9.5","60","4.3","10","7.5","10","0.0","0.0","--","0.00","5.0","0","0.0"
"21","1015.4","1018.6","16.5","9.0","61","4.3","20","7.6","20","0.0","0.0","--","0.00","6.0","0","3.0"
"22","1015.4","1018.6","15.6","8.3","62","4.3","20","8.3","30","0.0","0.0","--","0.00","--","0","--"
"23","1015.5","1018.7","14.9","7.6","62","4.4","20","8.4","20","0.0","0.0","--","0.00","6.0","0","4.0"
"24","1015.4","1018.6","14.6","7.5","62","2.9","20","7.6","20","0.0","0.0","--","0.00","--","0","--"
