"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1011.2","1014.3","21.7","17.1","75","0.3","150","1.5","170","0.0","0.0","--","0.00","--","0","--"
"02","1010.9","1014.0","21.5","16.9","75","1.4","20","1.9","10","0.0","0.0","--","0.00","--","0","--"
"03","1010.5","1013.6","21.2","17.0","77","2.4","20","3.4","10","0.0","0.0","--","0.00","--","0","--"
"04","1010.6","1013.8","20.9","16.1","74","1.4","10","3.5","20","0.0","0.0","--","0.00","--","0","--"
"05","1011.1","1014.3","20.8","16.0","74","1.6","10","2.3","10","0.0","0.0","--","0.00","--","0","--"
"06","1011.7","1014.9","20.8","15.6","72","0.8","10","3.6","40","0.0","0.0","0.0","0.00","--","0","--"
"07","1011.9","1015.1","20.9","16.9","78","1.7","20","3.0","30","0.0","0.0","0.0","0.12","--","0","--"
"08","1012.2","1015.3","22.1","17.9","77","2.3","20","4.5","40","0.0","0.0","0.7","0.79","6.0","1","6.0"
"09","1012.2","1015.3","23.6","14.3","56","2.5","20","5.1","30","0.0","0.0","1.0","1.58","10.0","3","4.0"
"10","1012.0","1015.1","25.4","13.9","49","4.0","10","6.5","20","0.0","0.0","0.6","1.99","--","5","--"
"11","1011.2","1014.3","27.4","14.5","45","3.7","330","6.2","350","0.0","0.0","0.9","2.78","15.0","8","1.0"
"12","1010.2","1013.3","28.6","14.5","42","1.8","340","6.5","340","0.0","0.0","1.0","3.34","--","10","--"
"13","1008.9","1012.0","29.5","14.5","40","2.2","350","5.7","340","0.0","0.0","1.0","3.37","--","11","--"
"14","1007.7","1010.7","30.2","15.1","40","2.8","320","6.7","300","0.0","0.0","1.0","3.12","20.0","9","1.0"
"15","1007.2","1010.2","30.5","14.2","37","2.5","340","6.3","330","0.0","0.0","1.0","2.62","--","6","--"
"16","1007.2","1010.3","29.8","13.6","37","4.7","310","7.3","300","0.0","0.0","1.0","1.89","--","3","--"
"17","1007.6","1010.7","28.9","14.0","40","4.3","320","7.1","280","0.0","0.0","1.0","1.06","20.0","1","2.0"
"18","1008.4","1011.5","26.7","16.7","54","3.8","310","6.7","330","0.0","0.0","0.4","0.25","--","0","--"
"19","1009.2","1012.3","24.6","18.6","69","2.8","310","7.4","330","0.0","0.0","0.0","0.00","--","0","--"
"20","1010.1","1013.2","24.2","18.2","69","1.8","300","4.8","350","0.0","0.0","--","0.00","--","0","--"
"21","1010.6","1013.7","24.1","18.1","69","1.9","320","3.2","310","0.0","0.0","--","0.00","--","0","--"
"22","1010.8","1013.9","24.0","18.4","71","1.1","330","2.5","350","0.0","0.0","--","0.00","--","0","--"
"23","1010.5","1013.6","23.7","18.1","71","1.4","310","2.2","340","0.0","0.0","--","0.00","--","0","--"
"24","1010.0","1013.1","23.6","17.8","70","0.3","330","1.7","320","0.0","0.0","--","0.00","--","0","--"
