"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1013.2","1016.4","21.4","16.7","75","0.8","340","2.9","350","0.0","0.0","--","0.00","--","0","--"
"02","1012.6","1015.8","21.3","16.8","76","1.3","340","2.0","350","0.0","0.0","--","0.00","4.0","0","0.0"
"03","1012.4","1015.6","21.1","16.8","76","1.9","350","2.7","350","0.0","0.0","--","0.00","--","0","--"
"04","1012.3","1015.5","20.9","16.8","77","0.0","0","2.3","350","0.0","0.0","--","0.00","--","0","--"
"05","1012.8","1016.0","21.0","16.9","77","0.0","0","0.9","60","0.0","0.0","--","0.00","6.0","0","0.0"
"06","1013.6","1016.8","21.0","16.9","77","0.0","0","1.7","280","0.0","0.0","0.0","0.00","--","0","--"
"07","1014.3","1017.5","21.7","17.3","76","0.0","0","1.9","350","0.0","0.0","0.3","0.03","--","0","--"
"08","1015.0","1018.1","23.1","17.4","70","0.5","100","2.0","100","0.0","0.0","1.0","0.74","8.0","1","0.0"
"09","1015.2","1018.3","25.1","17.1","61","0.7","110","2.7","130","0.0","0.0","1.0","1.40","8.0","2","0.0"
"10","1015.2","1018.3","25.6","17.1","59","2.0","200","3.4","160","0.0","0.0","1.0","2.04","--","4","--"
"11","1014.6","1017.7","26.3","16.8","56","2.9","190","4.9","180","0.0","0.0","1.0","2.40","8.0","5","0.0"
"12","1013.9","1017.0","27.1","17.7","56","1.9","210","4.9","240","0.0","0.0","1.0","2.61","--","6","--"
"13","1012.9","1016.0","27.1","17.4","55","1.7","220","5.2","240","0.0","0.0","1.0","2.42","--","6","--"
"14","1012.3","1015.4","26.5","17.6","58","2.4","240","5.5","220","0.0","0.0","1.0","2.31","8.0","5","0.0"
"15","1011.9","1015.0","26.6","17.3","57","3.1","260","5.1","240","0.0","0.0","1.0","1.72","--","3","--"
"16","1011.9","1015.0","26.1","17.1","58","2.8","270","5.2","280","0.0","0.0","1.0","1.02","--","1","--"
"17","1012.2","1015.3","25.3","15.2","54","2.9","270","5.1","270","0.0","0.0","1.0","0.33","10.0","0","2.0"
"18","1012.6","1015.7","24.2","15.7","59","1.8","320","4.5","300","0.0","0.0","0.0","0.00","--","0","--"
"19","1013.4","1016.5","23.3","16.3","65","2.3","310","4.7","330","0.0","0.0","0.0","0.00","--","0","--"
"20","1014.0","1017.1","23.2","16.0","64","1.3","330","3.1","300","0.0","0.0","--","0.00","8.0","0","4.0"
"21","1014.3","1017.4","23.1","15.7","63","0.1","0","2.8","350","0.0","0.0","--","0.00","6.0","0","4.0"
"22","1014.5","1017.6","23.0","15.8","64","1.0","60","2.2","80","0.0","0.0","--","0.00","--","0","--"
"23","1014.3","1017.4","22.7","15.7","65","0.0","0","2.2","100","0.0","0.0","--","0.00","5.0","0","0.0"
"24","1014.1","1017.3","22.2","15.9","67","0.0","0","1.1","170","0.0","0.0","--","0.00","--","0","--"
