"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1016.5","1019.7","16.2","11.2","72","3.6","10","5.8","350","0.0","0.0","--","0.00","--","0","--"
"02","1016.4","1019.6","16.1","11.3","73","3.4","10","5.8","30","0.0","0.0","--","0.00","--","0","--"
"03","1016.0","1019.2","16.4","11.8","74","2.2","20","4.8","30","0.0","0.0","--","0.00","--","0","--"
"04","1015.3","1018.5","16.4","12.0","75","1.5","20","2.6","10","0.0","0.0","--","0.00","--","0","--"
"05","1015.4","1018.6","16.0","12.0","77","1.9","350","3.4","350","0.0","0.0","--","0.00","--","0","--"
"06","1015.5","1018.7","15.5","11.9","79","2.5","20","4.4","360","0.0","0.0","0.0","0.00","--","0","--"
"07","1015.8","1019.0","16.1","12.3","78","1.1","30","3.5","20","0.0","0.0","0.0","0.02","--","0","--"
"08","1016.4","1019.6","16.6","12.6","77","1.4","360","4.0","40","0.0","0.0","0.0","0.26","8.0","0","6.0"
"09","1016.7","1019.9","18.3","13.0","71","2.0","20","3.6","350","0.0","0.0","0.9","0.96","6.0","1","4.0"
"10","1016.5","1019.7","19.7","13.6","68","1.9","30","4.2","10","0.0","0.0","0.4","1.25","--","3","--"
"11","1015.6","1018.8","21.7","14.4","63","0.8","80","3.3","10","0.0","0.0","0.3","1.62","6.0","4","6.0"
"12","1014.6","1017.7","23.7","15.0","58","0.9","180","2.8","230","0.0","0.0","0.9","2.33","--","6","--"
"13","1013.5","1016.6","24.2","15.2","57","1.0","220","4.1","250","0.0","0.0","0.8","2.42","--","6","--"
"14","1013.0","1016.1","23.8","15.1","58","2.7","280","4.8","280","0.0","0.0","0.9","2.00","10.0","5","6.0"
"15","1012.6","1015.7","23.0","15.1","61","2.7","300","5.8","300","0.0","0.0","0.7","1.47","--","3","--"
"16","1013.0","1016.1","22.1","16.2","69","3.4","320","6.8","300","0.0","0.0","0.3","0.82","--","1","--"
"17","1013.5","1016.7","20.7","16.1","75","3.5","340","7.7","320","0.0","0.0","0.3","0.38","10.0","0","7.0"
"18","1013.9","1017.1","19.7","16.0","79","3.3","350","7.6","340","0.0","0.0","0.0","0.02","--","0","--"
"19","1014.7","1017.9","19.5","16.2","81","2.7","360","6.1","350","0.0","0.0","0.0","0.00","--","0","--"
"20","1015.1","1018.3","19.3","15.8","80","3.3","360","6.4","10","0.0","0.0","--","0.00","--","0","--"
"21","1015.3","1018.5","19.0","15.9","82","2.8","20","6.3","360","0.0","0.0","--","0.00","--","0","--"
"22","1015.3","1018.5","18.9","16.1","84","2.4","20","5.8","30","0.0","0.0","--","0.00","--","0","--"
"23","1014.9","1018.1","19.3","16.3","83","2.1","20","3.2","30","0.0","0.0","--","0.00","--","0","--"
"24","1015.0","1018.2","19.3","16.3","83","2.2","340","3.2","10","0.0","0.0","--","0.00","--","0","--"
