"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1001.3","1004.4","23.0","18.3","75","4.4","20","9.6","10","0.0","0.0","--","0.00","--","0","--"
"02","1000.8","1003.9","23.0","18.6","76","4.3","10","8.8","10","0.0","0.0","--","0.00","--","0","--"
"03","1000.5","1003.6","22.9","18.7","77","3.8","360","8.7","20","0.0","0.0","--","0.00","--","0","--"
"04","1000.2","1003.3","22.6","18.4","77","4.9","20","8.4","360","0.0","0.0","--","0.00","--","0","--"
"05","1000.0","1003.1","22.4","18.4","78","4.2","10","8.9","20","0.0","0.0","--","0.00","--","0","--"
"06","1000.7","1003.8","22.5","18.5","78","3.5","360","8.9","360","0.0","0.0","0.0","0.00","--","0","--"
"07","1001.3","1004.4","23.2","18.5","75","4.3","360","9.8","350","0.0","0.0","0.3","0.21","--","0","--"
"08","1001.5","1004.6","24.3","18.7","71","5.5","10","10.8","360","0.0","0.0","1.0","0.91","40.0","1","5.0"
"09","1001.3","1004.4","25.2","18.9","68","5.8","360","10.5","20","0.0","0.0","1.0","1.59","25.0","2","5.0"
"10","1001.1","1004.2","26.3","19.2","65","5.5","10","10.7","20","0.0","0.0","0.3","1.35","--","3","--"
"11","1000.4","1003.5","27.3","19.4","62","4.2","360","8.9","20","0.0","0.0","0.1","1.55","15.0","4","9.0"
"12","999.8","1002.8","28.2","19.7","60","4.7","10","10.7","10","0.0","0.0","0.0","1.63","--","5","--"
"13","998.5","1001.5","27.7","20.0","63","5.9","360","11.1","360","0.0","0.0","0.0","1.43","--","4","--"
"14","997.8","1000.8","28.4","20.4","62","4.5","20","9.8","10","0.0","0.0","0.1","1.17","12.0","3","9.0"
"15","997.9","1000.9","28.4","20.7","63","4.7","20","9.1","10","0.0","0.0","0.1","0.97","--","2","--"
"16","998.0","1001.0","28.1","20.4","63","3.9","360","8.5","360","0.0","0.0","0.0","0.66","--","1","--"
"17","999.0","1002.1","26.7","20.6","69","4.5","360","8.9","10","0.0","0.0","0.0","0.26","11.0","0","9.0"
"18","999.2","1002.3","25.9","20.5","72","4.7","360","9.7","10","0.0","0.0","0.0","0.02","--","0","--"
"19","1000.1","1003.2","25.1","20.4","75","4.9","10","10.6","360","0.0","0.0","0.0","0.00","--","0","--"
"20","1000.2","1003.3","24.9","20.6","77","4.0","360","8.7","360","0.0","0.0","--","0.00","--","0","--"
"21","1000.4","1003.5","24.8","20.5","77","4.3","360","8.6","10","0.0","0.0","--","0.00","--","0","--"
"22","1000.6","1003.7","24.7","20.4","77","3.2","10","8.8","10","0.0","0.0","--","0.00","--","0","--"
"23","1000.3","1003.4","24.5","20.4","78","4.7","360","7.5","340","0.0","0.0","--","0.00","--","0","--"
"24","999.8","1002.9","24.3","20.6","80","4.6","10","11.0","10","0.0","0.0","--","0.00","--","0","--"
