"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1010.1","1013.2","22.6","20.9","90","3.0","360","5.3","350","0.0","0.0","--","0.00","--","0","--"
"02","1009.6","1012.7","21.9","20.7","93","3.4","10","5.7","20","0.0","0.0","--","0.00","--","0","--"
"03","1009.2","1012.3","21.9","20.7","93","2.4","20","4.9","30","0.0","0.0","--","0.00","--","0","--"
"04","1009.3","1012.4","21.9","20.9","94","1.9","10","3.7","30","0.0","0.0","--","0.00","--","0","--"
"05","1009.6","1012.7","21.8","20.8","94","1.3","20","4.1","20","0.0","0.0","--","0.00","--","0","--"
"06","1010.1","1013.2","21.7","20.7","94","1.8","20","3.5","10","0.0","0.0","0.0","0.01","--","0","--"
"07","1010.8","1013.9","22.1","20.7","92","1.6","350","3.6","40","0.0","0.0","0.0","0.28","--","0","--"
"08","1011.2","1014.3","23.6","20.7","84","3.3","10","5.3","350","0.0","0.0","0.7","0.89","3.0","1","1.0"
"09","1011.1","1014.2","25.4","20.7","75","2.5","350","6.1","360","0.0","0.0","1.0","1.69","5.0","3","2.0"
"10","1011.0","1014.1","26.2","20.5","71","2.3","350","5.2","340","0.0","0.0","0.8","2.20","--","5","--"
"11","1010.4","1013.5","27.3","20.7","67","2.7","300","5.1","300","0.0","0.0","0.6","2.48","7.0","7","2.0"
"12","1009.5","1012.6","28.1","20.7","64","3.9","320","6.2","310","0.0","0.0","0.9","3.02","--","9","--"
"13","1008.8","1011.9","27.9","20.5","64","5.3","300","8.2","310","0.0","0.0","1.0","3.19","--","10","--"
"14","1008.3","1011.4","27.0","20.4","67","5.6","330","9.1","340","0.0","0.0","1.0","2.96","10.0","8","1.0"
"15","1007.9","1011.0","27.0","20.6","68","5.2","320","9.5","320","0.0","0.0","1.0","2.48","--","6","--"
"16","1007.7","1010.8","26.6","20.5","69","4.3","320","8.2","320","0.0","0.0","1.0","1.78","--","3","--"
"17","1007.9","1011.0","25.6","20.6","74","4.2","330","7.8","340","0.0","0.0","1.0","0.95","8.0","1","0.0"
"18","1008.1","1011.2","24.4","20.7","80","4.2","320","7.3","350","0.0","0.0","0.3","0.28","--","0","--"
"19","1008.5","1011.6","23.9","20.8","83","3.0","350","5.5","320","0.0","0.0","0.0","0.01","--","0","--"
"20","1009.2","1012.3","23.8","20.9","84","1.9","340","5.1","20","0.0","0.0","--","0.00","--","0","--"
"21","1009.8","1012.9","23.6","21.1","86","3.0","360","6.1","360","0.0","0.0","--","0.00","--","0","--"
"22","1009.9","1013.0","23.2","20.5","85","2.6","360","5.6","10","0.0","0.0","--","0.00","--","0","--"
"23","1009.6","1012.7","22.6","20.5","88","3.0","10","4.8","360","0.0","0.0","--","0.00","--","0","--"
"24","1009.1","1012.2","22.0","20.5","91","2.8","20","5.4","360","0.0","0.0","--","0.00","--","0","--"
