"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1010.2","1013.4","20.5","16.9","80","3.5","20","6.7","10","0.0","0.0","--","0.00","--","0","--"
"02","1009.5","1012.7","20.5","16.9","80","3.2","20","5.8","40","0.0","0.0","--","0.00","--","0","--"
"03","1008.8","1012.0","20.6","16.8","79","1.9","20","4.7","70","0.0","0.0","--","0.00","--","0","--"
"04","1008.4","1011.5","20.6","17.2","81","0.7","20","4.0","50","0.0","0.0","--","0.00","--","0","--"
"05","1009.2","1012.4","20.6","17.0","80","3.1","320","4.2","320","0.0","0.0","--","0.00","--","0","--"
"06","1009.7","1012.9","20.2","17.0","82","2.0","10","4.8","350","0.0","0.0","0.0","0.00","--","0","--"
"07","1010.0","1013.2","20.1","16.6","80","3.8","10","6.1","40","0.0","0.0","0.0","0.06","--","0","--"
"08","1011.0","1014.2","20.2","16.8","81","4.9","10","8.9","50","0.0","0.0","0.0","0.18","5.0","0","10.0"
"09","1011.5","1014.7","20.8","17.4","81","4.6","20","8.1","50","0.0","0.0","0.0","0.23","5.0","1","10.0"
"10","1011.4","1014.5","22.0","18.0","78","3.4","20","6.8","30","T","0.4","0.0","0.42","--","1","--"
"11","1011.3","1014.4","21.7","18.5","82","4.7","20","9.0","60","T","0.4","0.0","0.22","5.0","1","10.0"
"12","1010.6","1013.7","22.0","18.8","82","2.7","20","8.6","20","T","0.1","0.0","0.64","--","2","--"
"13","1009.8","1012.9","21.7","18.7","83","3.7","10","8.0","40","T","0.2","0.0","0.39","--","1","--"
"14","1009.1","1012.2","21.2","19.3","89","4.5","20","7.5","40","T","0.5","0.0","0.55","10.0","2","10.0"
"15","1008.3","1011.4","21.2","20.5","96","2.5","40","7.3","10","0.5","0.8","0.1","0.66","--","2","--"
"16","1008.1","1011.2","22.1","20.2","89","2.5","30","6.3","30","0.0","0.0","0.0","0.40","--","1","--"
"17","1008.2","1011.3","22.4","20.1","87","3.6","10","5.4","50","0.0","0.0","0.0","0.20","12.0","0","10.0"
"18","1008.7","1011.8","22.2","20.7","91","3.3","350","5.8","350","0.0","0.0","0.0","0.11","--","0","--"
"19","1009.0","1012.1","21.8","21.1","96","3.0","10","5.8","340","0.0","0.0","0.0","0.00","--","0","--"
"20","1009.3","1012.4","21.5","20.7","95","2.8","20","6.2","60","0.0","0.0","--","0.00","--","0","--"
"21","1009.7","1012.8","21.1","20.6","97","2.7","20","6.4","50","0.0","0.0","--","0.00","--","0","--"
"22","1010.0","1013.1","21.2","20.7","97","0.6","20","4.2","40","0.0","0.0","--","0.00","--","0","--"
"23","1010.6","1013.7","21.5","20.8","96","2.0","360","4.5","310","0.0","0.0","--","0.00","--","0","--"
"24","1010.4","1013.6","21.0","20.5","97","2.7","10","5.1","330","0.0","0.0","--","0.00","--","0","--"
